Item,Price,Date
"Oranges, 1 kilogram",3.64,2020-01-01
"Apple juice, 1.36 litres",2.27,2020-01-01
"Orange juice, 1 litre",4.36,2020-01-01
"Carrots, 1 kilogram",1.94,2020-01-01
"Mushrooms, 1 kilogram",8.87,2020-01-01
"Onions, 1 kilogram",2.19,2020-01-01
"Potatoes, 4.54 kilograms",9.55,2020-01-01
"French fried potatoes, frozen, 1 kilogram",3.03,2020-01-01
"Baked beans, canned, 398 millilitres",1.27,2020-01-01
"Tomatoes, canned, 796 millilitres",1.47,2020-01-01
"Tomato juice, 1.36 litres",2.91,2020-01-01
"Ketchup, 1 litre",3.67,2020-01-01
"Sugar, white, 2 kilograms",2.53,2020-01-01
"Coffee, roasted, 300 grams",4.95,2020-01-01
"Coffee, instant, 200 grams",6.68,2020-01-01
Tea (72 bags),4.24,2020-01-01
"Cooking or salad oil, 1 litre",3.0,2020-01-01
"Soup, canned, 284 millilitres",1.14,2020-01-01
"Baby food, 128 millilitres",1.46,2020-01-01
"Peanut butter, 500 grams",2.83,2020-01-01
Paper towels (2 rolls),3.01,2020-01-01
Facial tissue (200 tissues),2.68,2020-01-01
Bathroom tissue (4 rolls),2.55,2020-01-01
"Shampoo, 300 millilitres",4.06,2020-01-01
"Deodorant, 60 grams",4.38,2020-01-01
"Toothpaste, 100 millilitres",3.28,2020-01-01
Cigarettes (200),124.75,2020-01-01
,,2020-02-01
"Round steak, 1 kilogram",17.79,2020-02-01
"Sirloin steak, 1 kilogram",21.67,2020-02-01
"Prime rib roast, 1 kilogram",34.36,2020-02-01
"Blade roast, 1 kilogram",15.66,2020-02-01
"Stewing beef, 1 kilogram",15.5,2020-02-01
"Ground beef, 1 kilogram",11.33,2020-02-01
"Pork chops, 1 kilogram",12.07,2020-02-01
"Chicken, 1 kilogram",7.46,2020-02-01
"Bacon, 500 grams",7.15,2020-02-01
"Wieners, 450 grams",4.94,2020-02-01
"Canned salmon, 213 grams",6.08,2020-02-01
"Homogenized milk, 4 litres",5.91,2020-02-01
"Partly skimmed milk, 4 litres",5.32,2020-02-01
"Butter, 454 grams",5.3,2020-02-01
"Processed cheese slices, 250 grams",2.68,2020-02-01
"Evaporated milk, 385 millilitres",1.8,2020-02-01
"Eggs, 1 dozen",3.48,2020-02-01
"Bread, 675 grams",2.9,2020-02-01
"Soda crackers, 450 grams",3.33,2020-02-01
"Macaroni, 500 grams",1.62,2020-02-01
"Flour, 2.5 kilograms",4.4,2020-02-01
"Corn flakes, 675 grams",5.8,2020-02-01
"Apples, 1 kilogram",4.32,2020-02-01
"Bananas, 1 kilogram",1.56,2020-02-01
"Oranges, 1 kilogram",3.44,2020-02-01
"Apple juice, 1.36 litres",2.23,2020-02-01
"Orange juice, 1 litre",4.39,2020-02-01
"Carrots, 1 kilogram",2.07,2020-02-01
"Mushrooms, 1 kilogram",8.73,2020-02-01
"Onions, 1 kilogram",2.19,2020-02-01
"Potatoes, 4.54 kilograms",9.49,2020-02-01
"French fried potatoes, frozen, 1 kilogram",3.04,2020-02-01
"Baked beans, canned, 398 millilitres",1.26,2020-02-01
"Tomatoes, canned, 796 millilitres",1.53,2020-02-01
"Tomato juice, 1.36 litres",2.92,2020-02-01
"Ketchup, 1 litre",3.8,2020-02-01
"Sugar, white, 2 kilograms",2.42,2020-02-01
"Coffee, roasted, 300 grams",5.02,2020-02-01
"Coffee, instant, 200 grams",7.42,2020-02-01
Tea (72 bags),4.38,2020-02-01
"Cooking or salad oil, 1 litre",3.08,2020-02-01
"Soup, canned, 284 millilitres",1.16,2020-02-01
"Baby food, 128 millilitres",1.45,2020-02-01
"Peanut butter, 500 grams",2.8,2020-02-01
Paper towels (2 rolls),3.05,2020-02-01
Facial tissue (200 tissues),2.73,2020-02-01
Bathroom tissue (4 rolls),2.63,2020-02-01
"Shampoo, 300 millilitres",4.1,2020-02-01
"Deodorant, 60 grams",4.3,2020-02-01
"Toothpaste, 100 millilitres",3.42,2020-02-01
Cigarettes (200),125.54,2020-02-01
,,2020-03-01
"Round steak, 1 kilogram",17.51,2020-03-01
"Sirloin steak, 1 kilogram",21.88,2020-03-01
"Prime rib roast, 1 kilogram",35.24,2020-03-01
"Blade roast, 1 kilogram",16.34,2020-03-01
"Stewing beef, 1 kilogram",15.44,2020-03-01
"Ground beef, 1 kilogram",11.77,2020-03-01
"Pork chops, 1 kilogram",11.54,2020-03-01
"Chicken, 1 kilogram",7.6,2020-03-01
"Bacon, 500 grams",6.96,2020-03-01
"Wieners, 450 grams",5.04,2020-03-01
"Canned salmon, 213 grams",6.07,2020-03-01
"Homogenized milk, 4 litres",5.94,2020-03-01
"Partly skimmed milk, 4 litres",5.33,2020-03-01
"Butter, 454 grams",5.21,2020-03-01
"Processed cheese slices, 250 grams",2.59,2020-03-01
"Evaporated milk, 385 millilitres",1.81,2020-03-01
"Eggs, 1 dozen",3.41,2020-03-01
"Bread, 675 grams",2.9,2020-03-01
"Soda crackers, 450 grams",3.47,2020-03-01
"Macaroni, 500 grams",1.64,2020-03-01
"Flour, 2.5 kilograms",4.48,2020-03-01
"Corn flakes, 675 grams",5.88,2020-03-01
"Apples, 1 kilogram",4.41,2020-03-01
"Bananas, 1 kilogram",1.55,2020-03-01
"Oranges, 1 kilogram",3.47,2020-03-01
"Apple juice, 1.36 litres",2.28,2020-03-01
"Orange juice, 1 litre",4.24,2020-03-01
"Carrots, 1 kilogram",2.12,2020-03-01
"Mushrooms, 1 kilogram",9.05,2020-03-01
"Onions, 1 kilogram",2.25,2020-03-01
"Potatoes, 4.54 kilograms",9.78,2020-03-01
"French fried potatoes, frozen, 1 kilogram",3.15,2020-03-01
"Baked beans, canned, 398 millilitres",1.25,2020-03-01
"Tomatoes, canned, 796 millilitres",1.62,2020-03-01
"Tomato juice, 1.36 litres",2.86,2020-03-01
"Ketchup, 1 litre",3.83,2020-03-01
"Sugar, white, 2 kilograms",2.57,2020-03-01
"Coffee, roasted, 300 grams",5.0,2020-03-01
"Coffee, instant, 200 grams",7.06,2020-03-01
Tea (72 bags),4.21,2020-03-01
"Cooking or salad oil, 1 litre",3.05,2020-03-01
"Soup, canned, 284 millilitres",1.2,2020-03-01
"Baby food, 128 millilitres",1.51,2020-03-01
"Peanut butter, 500 grams",2.82,2020-03-01
Paper towels (2 rolls),3.07,2020-03-01
Facial tissue (200 tissues),2.81,2020-03-01
Bathroom tissue (4 rolls),2.53,2020-03-01
"Shampoo, 300 millilitres",4.03,2020-03-01
"Deodorant, 60 grams",4.3,2020-03-01
"Toothpaste, 100 millilitres",3.43,2020-03-01
Cigarettes (200),125.84,2020-03-01
,,2020-04-01
"Round steak, 1 kilogram",17.38,2020-04-01
"Sirloin steak, 1 kilogram",22.51,2020-04-01
"Prime rib roast, 1 kilogram",33.23,2020-04-01
"Blade roast, 1 kilogram",16.74,2020-04-01
"Stewing beef, 1 kilogram",15.96,2020-04-01
"Ground beef, 1 kilogram",11.95,2020-04-01
"Pork chops, 1 kilogram",12.15,2020-04-01
"Chicken, 1 kilogram",7.21,2020-04-01
"Bacon, 500 grams",7.21,2020-04-01
"Wieners, 450 grams",5.13,2020-04-01
"Canned salmon, 213 grams",6.04,2020-04-01
"Homogenized milk, 4 litres",5.93,2020-04-01
"Partly skimmed milk, 4 litres",5.31,2020-04-01
"Butter, 454 grams",5.17,2020-04-01
"Processed cheese slices, 250 grams",2.79,2020-04-01
"Evaporated milk, 385 millilitres",1.92,2020-04-01
"Eggs, 1 dozen",3.6,2020-04-01
"Bread, 675 grams",2.83,2020-04-01
"Soda crackers, 450 grams",3.41,2020-04-01
"Macaroni, 500 grams",1.61,2020-04-01
"Flour, 2.5 kilograms",4.2,2020-04-01
"Corn flakes, 675 grams",5.81,2020-04-01
"Apples, 1 kilogram",4.25,2020-04-01
"Bananas, 1 kilogram",1.55,2020-04-01
"Oranges, 1 kilogram",3.58,2020-04-01
"Apple juice, 1.36 litres",2.25,2020-04-01
"Orange juice, 1 litre",4.28,2020-04-01
"Carrots, 1 kilogram",2.3,2020-04-01
"Mushrooms, 1 kilogram",9.03,2020-04-01
"Onions, 1 kilogram",2.2,2020-04-01
"Potatoes, 4.54 kilograms",10.43,2020-04-01
"French fried potatoes, frozen, 1 kilogram",3.17,2020-04-01
"Baked beans, canned, 398 millilitres",1.43,2020-04-01
"Tomatoes, canned, 796 millilitres",1.53,2020-04-01
"Tomato juice, 1.36 litres",2.89,2020-04-01
"Ketchup, 1 litre",3.89,2020-04-01
"Sugar, white, 2 kilograms",2.45,2020-04-01
"Coffee, roasted, 300 grams",4.99,2020-04-01
"Coffee, instant, 200 grams",6.75,2020-04-01
Tea (72 bags),4.37,2020-04-01
"Cooking or salad oil, 1 litre",3.01,2020-04-01
"Soup, canned, 284 millilitres",1.38,2020-04-01
"Baby food, 128 millilitres",1.5,2020-04-01
"Peanut butter, 500 grams",2.79,2020-04-01
Paper towels (2 rolls),3.46,2020-04-01
Facial tissue (200 tissues),3.12,2020-04-01
Bathroom tissue (4 rolls),2.75,2020-04-01
"Shampoo, 300 millilitres",3.99,2020-04-01
"Deodorant, 60 grams",4.21,2020-04-01
"Toothpaste, 100 millilitres",3.38,2020-04-01
Cigarettes (200),126.54,2020-04-01
,,2020-05-01
"Round steak, 1 kilogram",18.92,2020-05-01
"Sirloin steak, 1 kilogram",23.77,2020-05-01
"Prime rib roast, 1 kilogram",36.43,2020-05-01
"Blade roast, 1 kilogram",17.24,2020-05-01
"Stewing beef, 1 kilogram",17.54,2020-05-01
"Ground beef, 1 kilogram",12.69,2020-05-01
"Pork chops, 1 kilogram",11.98,2020-05-01
"Chicken, 1 kilogram",7.05,2020-05-01
"Bacon, 500 grams",6.93,2020-05-01
"Wieners, 450 grams",4.85,2020-05-01
"Canned salmon, 213 grams",6.2,2020-05-01
"Homogenized milk, 4 litres",5.89,2020-05-01
"Partly skimmed milk, 4 litres",5.32,2020-05-01
"Butter, 454 grams",5.18,2020-05-01
"Processed cheese slices, 250 grams",2.68,2020-05-01
"Evaporated milk, 385 millilitres",2.04,2020-05-01
"Eggs, 1 dozen",3.59,2020-05-01
"Bread, 675 grams",2.84,2020-05-01
"Soda crackers, 450 grams",3.52,2020-05-01
"Macaroni, 500 grams",1.77,2020-05-01
"Flour, 2.5 kilograms",4.83,2020-05-01
"Corn flakes, 675 grams",5.93,2020-05-01
"Apples, 1 kilogram",4.31,2020-05-01
"Bananas, 1 kilogram",1.57,2020-05-01
"Oranges, 1 kilogram",3.85,2020-05-01
"Apple juice, 1.36 litres",2.23,2020-05-01
"Orange juice, 1 litre",4.42,2020-05-01
"Carrots, 1 kilogram",2.51,2020-05-01
"Mushrooms, 1 kilogram",9.13,2020-05-01
"Onions, 1 kilogram",2.36,2020-05-01
"Potatoes, 4.54 kilograms",11.11,2020-05-01
"French fried potatoes, frozen, 1 kilogram",3.05,2020-05-01
"Baked beans, canned, 398 millilitres",1.37,2020-05-01
"Tomatoes, canned, 796 millilitres",1.63,2020-05-01
"Tomato juice, 1.36 litres",2.85,2020-05-01
"Ketchup, 1 litre",3.45,2020-05-01
"Sugar, white, 2 kilograms",2.47,2020-05-01
"Coffee, roasted, 300 grams",4.88,2020-05-01
"Coffee, instant, 200 grams",7.12,2020-05-01
Tea (72 bags),4.38,2020-05-01
"Cooking or salad oil, 1 litre",3.2,2020-05-01
"Soup, canned, 284 millilitres",1.31,2020-05-01
"Baby food, 128 millilitres",1.47,2020-05-01
"Peanut butter, 500 grams",2.98,2020-05-01
Paper towels (2 rolls),3.28,2020-05-01
Facial tissue (200 tissues),3.06,2020-05-01
Bathroom tissue (4 rolls),2.72,2020-05-01
"Shampoo, 300 millilitres",3.85,2020-05-01
"Deodorant, 60 grams",4.11,2020-05-01
"Toothpaste, 100 millilitres",3.29,2020-05-01
Cigarettes (200),126.47,2020-05-01
,,2020-06-01
"Round steak, 1 kilogram",21.93,2020-06-01
"Sirloin steak, 1 kilogram",26.68,2020-06-01
"Prime rib roast, 1 kilogram",38.78,2020-06-01
"Blade roast, 1 kilogram",20.16,2020-06-01
"Stewing beef, 1 kilogram",19.29,2020-06-01
"Ground beef, 1 kilogram",12.96,2020-06-01
"Pork chops, 1 kilogram",12.58,2020-06-01
"Chicken, 1 kilogram",6.87,2020-06-01
"Bacon, 500 grams",7.41,2020-06-01
"Wieners, 450 grams",4.86,2020-06-01
"Canned salmon, 213 grams",6.22,2020-06-01
"Homogenized milk, 4 litres",5.9,2020-06-01
"Partly skimmed milk, 4 litres",5.35,2020-06-01
"Butter, 454 grams",5.08,2020-06-01
"Processed cheese slices, 250 grams",2.69,2020-06-01
"Evaporated milk, 385 millilitres",1.88,2020-06-01
"Eggs, 1 dozen",3.59,2020-06-01
"Bread, 675 grams",2.85,2020-06-01
"Soda crackers, 450 grams",3.53,2020-06-01
"Macaroni, 500 grams",1.73,2020-06-01
"Flour, 2.5 kilograms",4.76,2020-06-01
"Corn flakes, 675 grams",5.67,2020-06-01
"Apples, 1 kilogram",4.42,2020-06-01
"Bananas, 1 kilogram",1.57,2020-06-01
"Oranges, 1 kilogram",4.06,2020-06-01
"Apple juice, 1.36 litres",2.2,2020-06-01
"Orange juice, 1 litre",4.33,2020-06-01
"Carrots, 1 kilogram",2.63,2020-06-01
"Mushrooms, 1 kilogram",9.46,2020-06-01
"Onions, 1 kilogram",2.43,2020-06-01
"Potatoes, 4.54 kilograms",11.02,2020-06-01
"French fried potatoes, frozen, 1 kilogram",3.14,2020-06-01
"Baked beans, canned, 398 millilitres",1.27,2020-06-01
"Tomatoes, canned, 796 millilitres",1.66,2020-06-01
"Tomato juice, 1.36 litres",2.94,2020-06-01
"Ketchup, 1 litre",3.6,2020-06-01
"Sugar, white, 2 kilograms",2.41,2020-06-01
"Coffee, roasted, 300 grams",5.04,2020-06-01
"Coffee, instant, 200 grams",6.73,2020-06-01
Tea (72 bags),4.25,2020-06-01
"Cooking or salad oil, 1 litre",3.13,2020-06-01
"Soup, canned, 284 millilitres",1.24,2020-06-01
"Baby food, 128 millilitres",1.43,2020-06-01
"Peanut butter, 500 grams",2.74,2020-06-01
Paper towels (2 rolls),3.2,2020-06-01
Facial tissue (200 tissues),3.03,2020-06-01
Bathroom tissue (4 rolls),2.61,2020-06-01
"Shampoo, 300 millilitres",3.79,2020-06-01
"Deodorant, 60 grams",4.07,2020-06-01
"Toothpaste, 100 millilitres",3.17,2020-06-01
Cigarettes (200),126.3,2020-06-01
,,2020-07-01
"Round steak, 1 kilogram",18.39,2020-07-01
"Sirloin steak, 1 kilogram",24.45,2020-07-01
"Prime rib roast, 1 kilogram",37.09,2020-07-01
"Blade roast, 1 kilogram",18.49,2020-07-01
"Stewing beef, 1 kilogram",18.31,2020-07-01
"Ground beef, 1 kilogram",12.5,2020-07-01
"Pork chops, 1 kilogram",12.39,2020-07-01
"Chicken, 1 kilogram",7.41,2020-07-01
"Bacon, 500 grams",7.25,2020-07-01
"Wieners, 450 grams",4.47,2020-07-01
"Canned salmon, 213 grams",6.32,2020-07-01
"Homogenized milk, 4 litres",5.9,2020-07-01
"Partly skimmed milk, 4 litres",5.34,2020-07-01
"Butter, 454 grams",5.12,2020-07-01
"Processed cheese slices, 250 grams",2.73,2020-07-01
"Evaporated milk, 385 millilitres",1.98,2020-07-01
"Eggs, 1 dozen",3.62,2020-07-01
"Bread, 675 grams",2.82,2020-07-01
"Soda crackers, 450 grams",3.55,2020-07-01
"Macaroni, 500 grams",1.59,2020-07-01
"Flour, 2.5 kilograms",4.73,2020-07-01
"Corn flakes, 675 grams",5.85,2020-07-01
"Apples, 1 kilogram",4.58,2020-07-01
"Bananas, 1 kilogram",1.56,2020-07-01
"Oranges, 1 kilogram",4.38,2020-07-01
"Apple juice, 1.36 litres",2.18,2020-07-01
"Orange juice, 1 litre",4.26,2020-07-01
"Carrots, 1 kilogram",2.72,2020-07-01
"Mushrooms, 1 kilogram",9.5,2020-07-01
"Onions, 1 kilogram",2.5,2020-07-01
"Potatoes, 4.54 kilograms",11.15,2020-07-01
"French fried potatoes, frozen, 1 kilogram",3.16,2020-07-01
"Baked beans, canned, 398 millilitres",1.28,2020-07-01
"Tomatoes, canned, 796 millilitres",1.74,2020-07-01
"Tomato juice, 1.36 litres",3.01,2020-07-01
"Ketchup, 1 litre",3.63,2020-07-01
"Sugar, white, 2 kilograms",2.48,2020-07-01
"Coffee, roasted, 300 grams",4.98,2020-07-01
"Coffee, instant, 200 grams",6.85,2020-07-01
Tea (72 bags),4.29,2020-07-01
"Cooking or salad oil, 1 litre",3.05,2020-07-01
"Soup, canned, 284 millilitres",1.35,2020-07-01
"Baby food, 128 millilitres",1.43,2020-07-01
"Peanut butter, 500 grams",2.82,2020-07-01
Paper towels (2 rolls),3.19,2020-07-01
Facial tissue (200 tissues),2.67,2020-07-01
Bathroom tissue (4 rolls),2.52,2020-07-01
"Shampoo, 300 millilitres",3.88,2020-07-01
"Deodorant, 60 grams",4.01,2020-07-01
"Toothpaste, 100 millilitres",3.37,2020-07-01
Cigarettes (200),126.37,2020-07-01
,,2020-08-01
"Round steak, 1 kilogram",18.3,2020-08-01
"Sirloin steak, 1 kilogram",22.49,2020-08-01
"Prime rib roast, 1 kilogram",36.09,2020-08-01
"Blade roast, 1 kilogram",16.4,2020-08-01
"Stewing beef, 1 kilogram",16.73,2020-08-01
"Ground beef, 1 kilogram",11.69,2020-08-01
"Pork chops, 1 kilogram",12.04,2020-08-01
"Chicken, 1 kilogram",7.59,2020-08-01
"Bacon, 500 grams",7.24,2020-08-01
"Wieners, 450 grams",4.37,2020-08-01
"Canned salmon, 213 grams",6.35,2020-08-01
"Homogenized milk, 4 litres",5.91,2020-08-01
"Partly skimmed milk, 4 litres",5.32,2020-08-01
"Butter, 454 grams",5.16,2020-08-01
"Processed cheese slices, 250 grams",2.71,2020-08-01
"Evaporated milk, 385 millilitres",1.9,2020-08-01
"Eggs, 1 dozen",3.67,2020-08-01
"Bread, 675 grams",2.84,2020-08-01
"Soda crackers, 450 grams",3.49,2020-08-01
"Macaroni, 500 grams",1.61,2020-08-01
"Flour, 2.5 kilograms",4.75,2020-08-01
"Corn flakes, 675 grams",5.96,2020-08-01
"Apples, 1 kilogram",4.61,2020-08-01
"Bananas, 1 kilogram",1.56,2020-08-01
"Oranges, 1 kilogram",3.99,2020-08-01
"Apple juice, 1.36 litres",2.22,2020-08-01
"Orange juice, 1 litre",4.3,2020-08-01
"Carrots, 1 kilogram",2.58,2020-08-01
"Mushrooms, 1 kilogram",9.18,2020-08-01
"Onions, 1 kilogram",2.5,2020-08-01
"Potatoes, 4.54 kilograms",10.7,2020-08-01
"French fried potatoes, frozen, 1 kilogram",3.08,2020-08-01
"Baked beans, canned, 398 millilitres",1.32,2020-08-01
"Tomatoes, canned, 796 millilitres",1.66,2020-08-01
"Tomato juice, 1.36 litres",2.85,2020-08-01
"Ketchup, 1 litre",3.68,2020-08-01
"Sugar, white, 2 kilograms",2.4,2020-08-01
"Coffee, roasted, 300 grams",4.97,2020-08-01
"Coffee, instant, 200 grams",6.68,2020-08-01
Tea (72 bags),4.11,2020-08-01
"Cooking or salad oil, 1 litre",3.07,2020-08-01
"Soup, canned, 284 millilitres",1.21,2020-08-01
"Baby food, 128 millilitres",1.51,2020-08-01
"Peanut butter, 500 grams",2.73,2020-08-01
Paper towels (2 rolls),3.15,2020-08-01
Facial tissue (200 tissues),2.7,2020-08-01
Bathroom tissue (4 rolls),2.61,2020-08-01
"Shampoo, 300 millilitres",3.92,2020-08-01
"Deodorant, 60 grams",4.01,2020-08-01
"Toothpaste, 100 millilitres",3.13,2020-08-01
Cigarettes (200),126.2,2020-08-01
,,2020-09-01
"Round steak, 1 kilogram",18.71,2020-09-01
"Sirloin steak, 1 kilogram",22.6,2020-09-01
"Prime rib roast, 1 kilogram",35.83,2020-09-01
"Blade roast, 1 kilogram",16.41,2020-09-01
"Stewing beef, 1 kilogram",16.68,2020-09-01
"Ground beef, 1 kilogram",11.0,2020-09-01
"Pork chops, 1 kilogram",11.96,2020-09-01
"Chicken, 1 kilogram",7.57,2020-09-01
"Bacon, 500 grams",7.07,2020-09-01
"Wieners, 450 grams",4.48,2020-09-01
"Canned salmon, 213 grams",6.61,2020-09-01
"Homogenized milk, 4 litres",5.91,2020-09-01
"Partly skimmed milk, 4 litres",5.3,2020-09-01
"Butter, 454 grams",5.37,2020-09-01
"Processed cheese slices, 250 grams",2.72,2020-09-01
"Evaporated milk, 385 millilitres",1.91,2020-09-01
"Eggs, 1 dozen",3.7,2020-09-01
"Bread, 675 grams",2.84,2020-09-01
"Soda crackers, 450 grams",3.47,2020-09-01
"Macaroni, 500 grams",1.49,2020-09-01
"Flour, 2.5 kilograms",4.65,2020-09-01
"Corn flakes, 675 grams",5.78,2020-09-01
"Apples, 1 kilogram",4.58,2020-09-01
"Bananas, 1 kilogram",1.57,2020-09-01
"Oranges, 1 kilogram",3.9,2020-09-01
"Apple juice, 1.36 litres",2.12,2020-09-01
"Orange juice, 1 litre",4.13,2020-09-01
"Carrots, 1 kilogram",2.31,2020-09-01
"Mushrooms, 1 kilogram",9.49,2020-09-01
"Onions, 1 kilogram",2.2,2020-09-01
"Potatoes, 4.54 kilograms",10.33,2020-09-01
"French fried potatoes, frozen, 1 kilogram",3.12,2020-09-01
"Baked beans, canned, 398 millilitres",1.25,2020-09-01
"Tomatoes, canned, 796 millilitres",1.64,2020-09-01
"Tomato juice, 1.36 litres",3.0,2020-09-01
"Ketchup, 1 litre",3.73,2020-09-01
"Sugar, white, 2 kilograms",2.37,2020-09-01
"Coffee, roasted, 300 grams",4.99,2020-09-01
"Coffee, instant, 200 grams",6.75,2020-09-01
Tea (72 bags),4.16,2020-09-01
"Cooking or salad oil, 1 litre",3.05,2020-09-01
"Soup, canned, 284 millilitres",1.23,2020-09-01
"Baby food, 128 millilitres",1.5,2020-09-01
"Peanut butter, 500 grams",2.69,2020-09-01
Paper towels (2 rolls),3.31,2020-09-01
Facial tissue (200 tissues),2.66,2020-09-01
Bathroom tissue (4 rolls),2.55,2020-09-01
"Shampoo, 300 millilitres",3.8,2020-09-01
"Deodorant, 60 grams",4.04,2020-09-01
"Toothpaste, 100 millilitres",3.32,2020-09-01
Cigarettes (200),127.83,2020-09-01
,,2020-10-01
"Round steak, 1 kilogram",17.69,2020-10-01
"Sirloin steak, 1 kilogram",23.29,2020-10-01
"Prime rib roast, 1 kilogram",33.99,2020-10-01
"Blade roast, 1 kilogram",17.05,2020-10-01
"Stewing beef, 1 kilogram",16.82,2020-10-01
"Ground beef, 1 kilogram",11.38,2020-10-01
"Pork chops, 1 kilogram",11.65,2020-10-01
"Chicken, 1 kilogram",7.94,2020-10-01
"Bacon, 500 grams",6.96,2020-10-01
"Wieners, 450 grams",4.87,2020-10-01
"Canned salmon, 213 grams",6.71,2020-10-01
"Homogenized milk, 4 litres",5.87,2020-10-01
"Partly skimmed milk, 4 litres",5.3,2020-10-01
"Butter, 454 grams",5.27,2020-10-01
"Processed cheese slices, 250 grams",2.74,2020-10-01
"Evaporated milk, 385 millilitres",1.76,2020-10-01
"Eggs, 1 dozen",3.61,2020-10-01
"Bread, 675 grams",2.83,2020-10-01
"Soda crackers, 450 grams",3.29,2020-10-01
"Macaroni, 500 grams",1.65,2020-10-01
"Flour, 2.5 kilograms",4.24,2020-10-01
"Corn flakes, 675 grams",5.83,2020-10-01
"Apples, 1 kilogram",4.53,2020-10-01
"Bananas, 1 kilogram",1.57,2020-10-01
"Oranges, 1 kilogram",3.96,2020-10-01
"Apple juice, 1.36 litres",2.25,2020-10-01
"Orange juice, 1 litre",4.06,2020-10-01
"Carrots, 1 kilogram",2.14,2020-10-01
"Mushrooms, 1 kilogram",9.27,2020-10-01
"Onions, 1 kilogram",2.23,2020-10-01
"Potatoes, 4.54 kilograms",9.82,2020-10-01
"French fried potatoes, frozen, 1 kilogram",2.97,2020-10-01
"Baked beans, canned, 398 millilitres",1.4,2020-10-01
"Tomatoes, canned, 796 millilitres",1.47,2020-10-01
"Tomato juice, 1.36 litres",2.92,2020-10-01
"Ketchup, 1 litre",3.72,2020-10-01
"Sugar, white, 2 kilograms",2.33,2020-10-01
"Coffee, roasted, 300 grams",4.98,2020-10-01
"Coffee, instant, 200 grams",7.08,2020-10-01
Tea (72 bags),4.13,2020-10-01
"Cooking or salad oil, 1 litre",3.07,2020-10-01
"Soup, canned, 284 millilitres",1.23,2020-10-01
"Baby food, 128 millilitres",1.58,2020-10-01
"Peanut butter, 500 grams",2.79,2020-10-01
Paper towels (2 rolls),3.33,2020-10-01
Facial tissue (200 tissues),2.79,2020-10-01
Bathroom tissue (4 rolls),2.63,2020-10-01
"Shampoo, 300 millilitres",4.03,2020-10-01
"Deodorant, 60 grams",3.98,2020-10-01
"Toothpaste, 100 millilitres",3.35,2020-10-01
Cigarettes (200),128.98,2020-10-01
,,2020-11-01
"Round steak, 1 kilogram",18.07,2020-11-01
"Sirloin steak, 1 kilogram",22.54,2020-11-01
"Prime rib roast, 1 kilogram",35.57,2020-11-01
"Blade roast, 1 kilogram",16.59,2020-11-01
"Stewing beef, 1 kilogram",16.5,2020-11-01
"Ground beef, 1 kilogram",11.16,2020-11-01
"Pork chops, 1 kilogram",12.03,2020-11-01
"Chicken, 1 kilogram",7.42,2020-11-01
"Bacon, 500 grams",7.4,2020-11-01
"Wieners, 450 grams",4.93,2020-11-01
"Canned salmon, 213 grams",6.66,2020-11-01
"Homogenized milk, 4 litres",5.87,2020-11-01
"Partly skimmed milk, 4 litres",5.3,2020-11-01
"Butter, 454 grams",5.29,2020-11-01
"Processed cheese slices, 250 grams",2.76,2020-11-01
"Evaporated milk, 385 millilitres",1.86,2020-11-01
"Eggs, 1 dozen",3.65,2020-11-01
"Bread, 675 grams",2.75,2020-11-01
"Soda crackers, 450 grams",3.4,2020-11-01
"Macaroni, 500 grams",1.6,2020-11-01
"Flour, 2.5 kilograms",4.27,2020-11-01
"Corn flakes, 675 grams",5.98,2020-11-01
"Apples, 1 kilogram",4.47,2020-11-01
"Bananas, 1 kilogram",1.57,2020-11-01
"Oranges, 1 kilogram",4.06,2020-11-01
"Apple juice, 1.36 litres",2.07,2020-11-01
"Orange juice, 1 litre",4.12,2020-11-01
"Carrots, 1 kilogram",2.23,2020-11-01
"Mushrooms, 1 kilogram",9.11,2020-11-01
"Onions, 1 kilogram",2.26,2020-11-01
"Potatoes, 4.54 kilograms",9.57,2020-11-01
"French fried potatoes, frozen, 1 kilogram",3.06,2020-11-01
